,title,artist,top genre,year,tempo,energy,dnce,dB,live,val,dur,acous,spch,Pop,,,
,HIGHEST IN THE ROOM,Travis Scott,Rap,2020,76.469,0.427,0.598,-8.764,0.21,0.0605,175.721,0.0546,0.0317,78,,,
,Break My Heart,Dua Lipa,Pop,2020,113.011,0.729,0.73,-3.434,0.349,0.467,221.82,0.167,0.0884,65,,,
,Laugh Now Cry Later (feat. Lil Durk),Drake,Rap,2020,133.976,0.518,0.761,-8.871,0.107,0.522,261.493,0.244,0.134,44,,,
,In the End,Linkin Park,Rap,2020,105.143,0.864,0.556,-5.87,0.209,0.4,216.88,0.00958,0.0584,6,,,
,SICKO MODE,Travis Scott,Rap,2020,155.008,0.73,0.834,-3.714,0.124,0.446,312.82,0.00513,0.222,74,,,
,Something Just Like This,"The Chainsmokers, Coldplay",Pop,2020,103.019,0.635,0.617,-6.769,0.164,0.446,247.16,0.0498,0.0317,41,,,
,Therefore I Am,Billie Eilish,Pop,2020,94.009,0.34,0.889,-7.773,0.055,0.716,174.321,0.218,0.0697,31,,,
,TE MUDASTE,Bad Bunny,Trap,2020,92.025,0.637,0.811,-4.835,0.118,0.471,130.014,0.234,0.0591,29,,,
,Rain On Me (with Ariana Grande),Lady Gaga,Pop,2020,123.056,0.855,0.672,-3.764,0.323,0.646,182.2,0.021,0.0397,55,,,
,La Nota,"Manuel Turizo, Rauw Alejandro, Myke Towers",Pop,2020,92.03,0.632,0.736,-4.939,0.349,0.503,216.107,0.18,0.0648,35,,,
,Golden,Harry Styles,Pop,2020,139.863,0.838,0.448,-5.257,0.131,0.254,208.907,0.21,0.0557,32,,,
,BICHOTA,KAROL G,Pop,2020,163.908,0.666,0.863,-4.158,0.103,0.838,178.947,0.212,0.152,33,,,
,Boy With Luv (feat. Halsey),BTS,K-Pop,2020,119.991,0.862,0.645,-4.757,0.192,0.798,229.773,0.0923,0.0965,16,,,
,Godzilla (feat. Juice WRLD),Eminem,Hip-hop,2020,165.995,0.745,0.808,-5.26,0.292,0.829,210.8,0.145,0.342,70,,,
,Blueberry Faygo,Lil Mosey,Rap,2020,99.034,0.554,0.774,-7.909,0.132,0.349,162.547,0.207,0.0383,68,,,
,Holy (feat. Chance The Rapper),Justin Bieber,Pop,2020,86.919,0.704,0.673,-8.056,0.0898,0.372,212.093,0.196,0.36,37,,,
,Lonely (with benny blanco),Justin Bieber,Pop,2020,79.859,0.239,0.631,-7.071,0.116,0.0927,149.297,0.864,0.0398,31,,,
,If the World Was Ending - feat. Julia Michaels,JP Saxe,Pop,2020,75.801,0.473,0.464,-10.086,0.109,0.604,208.687,0.866,0.129,72,,,
,Body,"Russ Millions, Tion Wayne",Rap,2020,141.02,0.674,0.883,-8.043,0.0678,0.73,278.085,0.21,0.357,17,,,
,Life Is Good (feat. Drake),Future,Hip-hop,2020,142.037,0.609,0.676,-5.831,0.152,0.508,237.735,0.0706,0.481,70,,,
,Wishing Well,Juice WRLD,Hip-hop,2020,149.972,0.613,0.65,-6.13,0.267,0.0804,194.621,0.00336,0.128,44,,,
,Come & Go (with Marshmello),Juice WRLD,Hip-hop,2020,144.991,0.814,0.625,-5.181,0.158,0.535,205.485,0.0172,0.0657,44,,,
,Robbery,Juice WRLD,Hip-hop,2020,159.966,0.692,0.685,-5.122,0.153,0.578,240.051,0.328,0.0457,72,,,
,PopSTAR (feat. Drake),DJ Khaled,Hip-hop,2020,163.071,0.56,0.8,-4.818,0.134,0.45,200.221,0.057,0.261,40,,,
,when the party's over,Billie Eilish,Pop,2020,124.011,0.103,0.484,-14.075,0.0895,0.194,199.931,0.979,0.0627,60,,,
,Mi NiÃ±a,"Wisin, Myke Towers, Los Legendarios",Trap,2020,99.999,0.821,0.823,-3.402,0.143,0.791,213.314,0.31,0.166,31,,,
,Put Your Records On,Ritt Momney,Pop,2020,91.066,0.491,0.399,-10.778,0.11,0.151,210.463,0.0563,0.0538,33,,,
,Monster (Shawn Mendes & Justin Bieber),Shawn Mendes,Pop,2020,145.765,0.383,0.652,-7.076,0.0828,0.549,178.994,0.0676,0.0516,23,,,
,In Your Eyes,The Weeknd,Pop,2020,100.021,0.719,0.667,-5.371,0.0736,0.717,237.52,0.00285,0.0346,53,,,
,SAD!,XXXTENTACION,Rap,2020,75.023,0.613,0.74,-4.88,0.123,0.473,166.606,0.258,0.145,68,,,
,hot girl bummer,blackbear,Pop,2020,129.992,0.559,0.782,-7.106,0.385,0.685,188.344,0.125,0.0767,66,,,
,willow,Taylor Swift,Pop,2020,81.112,0.574,0.392,-9.195,0.145,0.529,214.707,0.833,0.17,19,,,
,RelaciÃ³n - Remix,"Sech, Daddy Yankee, J Balvin, ROSALÃA, Farruko",Trap,2020,171.943,0.771,0.793,-3.417,0.284,0.835,247.308,0.0337,0.0959,32,,,
,Take You Dancing,Jason Derulo,Pop,2020,112.985,0.711,0.789,-4.248,0.0876,0.753,190.306,0.0332,0.041,37,,,
,Stuck with U (with Justin Bieber),Ariana Grande,Pop,2020,178.765,0.45,0.597,-6.658,0.382,0.537,228.482,0.223,0.0418,48,,,
,Tusa,"KAROL G, Nicki Minaj",Pop,2020,101.085,0.715,0.803,-3.28,0.0574,0.574,200.96,0.295,0.298,66,,,
,Una Locura,"Ozuna, J Balvin, Chencho Corleone",Trap,2020,168.022,0.761,0.714,-4.596,0.241,0.906,230.693,0.139,0.0427,29,,,
,La TÃ³xica,Farruko,Trap,2020,91.97,0.701,0.659,-4.107,0.0866,0.623,180.52,0.0882,0.164,29,,,
,Parce (feat. Justin Quiles),"Maluma, Lenny TavÃ¡rez",Pop,2020,83.897,0.739,0.691,-3.09,0.11,0.884,248.345,0.422,0.229,31,,,
,Vida de Rico,Camilo,Pop,2020,87.977,0.457,0.824,-5.428,0.041,0.95,187.427,0.167,0.0543,26,,,
,Snowman,Sia,Pop,2020,104.957,0.512,0.716,-6.257,0.0928,0.326,165.907,0.483,0.0331,14,,,
,La Curiosidad,"Jay Wheeler, DJ Nelson, Myke Towers",Trap,2020,90.013,0.677,0.845,-4.798,0.108,0.68,219.048,0.269,0.136,38,,,
,Say So,Doja Cat,Pop,2020,110.962,0.673,0.787,-4.583,0.0904,0.779,237.893,0.264,0.159,60,,,
,The Less I Know The Better,Tame Impala,Trap,2020,116.879,0.74,0.64,-4.083,0.167,0.785,216.32,0.0115,0.0284,46,,,
,Mood Swings (feat. Lil Tjay),Pop Smoke,Pop,2020,179.798,0.602,0.48,-6.335,0.0848,0.269,213.333,0.487,0.368,37,,,
,Someone To You,BANNERS,Pop,2020,74.988,0.903,0.52,-5.497,0.254,0.652,219.801,0.00517,0.042,26,,,
,How You Like That,BLACKPINK,K-Pop,2020,130.032,0.761,0.812,-5.222,0.0601,0.344,182.956,0.0465,0.0812,38,,,
,Se Te Nota (with Guaynaa),Lele Pons,Pop,2020,103.013,0.686,0.905,-3.152,0.266,0.963,155.825,0.0907,0.0664,25,,,
,Electric Love,BÃ˜RNS,Pop,2020,120.041,0.797,0.611,-7.627,0.26,0.518,218.107,0.00543,0.0533,26,,,
,Maniac,Conan Gray,Pop,2020,108.045,0.639,0.628,-5.46,0.354,0.493,185.773,0.00162,0.0435,28,,,
,TÃº Me Dejaste De Querer,"C. Tangana, NiÃ±o de Elche, La HÃºngara",Pop,2020,83.97,0.723,0.823,-4.778,0.0998,0.505,198.493,0.311,0.229,12,,,
,SO DONE,The Kid LAROI,Hip-hop,2020,142.592,0.598,0.719,-6.254,0.115,0.303,126.521,0.232,0.077,19,,,
,Jeans,Justin Quiles,Trap,2020,83.943,0.656,0.807,-4.395,0.0693,0.89,185.84,0.0165,0.105,27,,,
,Without Me,Halsey,Pop,2020,136.041,0.488,0.752,-7.05,0.0936,0.533,201.661,0.297,0.0705,57,,,
,BOOKER T,Bad Bunny,Trap,2020,113.903,0.6,0.883,-7.188,0.0931,0.691,156.43,0.114,0.37,12,,,
,Intentions (feat. Quavo),Justin Bieber,Pop,2020,147.986,0.546,0.806,-6.637,0.102,0.874,212.867,0.3,0.0575,53,,,
,Sofia,Clairo,Pop,2020,112.997,0.619,0.744,-9.805,0.231,0.641,188.387,0.598,0.039,22,,,
,Wonder,Shawn Mendes,Pop,2020,139.898,0.637,0.333,-4.904,0.149,0.132,172.693,0.131,0.0581,21,,,
,Tyler Herro,Jack Harlow,Trap,2020,123.066,0.756,0.794,-7.16,0.247,0.775,156.498,0.11,0.136,17,,,
,Despeinada,"Ozuna, Camilo",Trap,2020,166.039,0.775,0.734,-3.855,0.123,0.72,224.187,0.186,0.0614,25,,,
,motive (with Doja Cat),Ariana Grande,Pop,2020,116.965,0.742,0.789,-5.664,0.166,0.661,167.99,0.0681,0.0652,5,,,
,"Ay, DiOs MÃ­o!",KAROL G,Pop,2020,179.997,0.706,0.715,-4.423,0.106,0.522,189.84,0.496,0.195,32,,,
,HawÃ¡i - Remix,"Maluma, The Weeknd",Pop,2020,179.984,0.788,0.766,-3.128,0.142,0.609,200.482,0.105,0.312,15,,,
,Tattoo - Remix with Camilo,Rauw Alejandro,Trap,2020,96.988,0.637,0.848,-5.132,0.0521,0.698,222.68,0.0413,0.156,32,,,
,Moonlight,XXXTENTACION,Rap,2020,128.009,0.537,0.921,-5.723,0.102,0.711,135.09,0.556,0.0804,42,,,
,Thinking out Loud,Ed Sheeran,Pop,2020,78.998,0.445,0.781,-6.061,0.184,0.591,281.56,0.474,0.0295,6,,,
,Toosie Slide,Drake,Rap,2020,81.618,0.454,0.834,-9.75,0.114,0.837,247.059,0.321,0.201,46,,,
,ily (i love you baby) (feat. Emilee),Surf Mesa,Pop,2020,112.05,0.774,0.674,-7.567,0.393,0.33,176.547,0.0686,0.0892,46,,,
,Call Out My Name,The Weeknd,Pop,2020,134.17,0.593,0.461,-4.954,0.307,0.175,228.373,0.17,0.0356,3,,,
,Midnight Sky,Miley Cyrus,Pop,2020,110,0.814,0.705,-5.466,0.203,0.259,223.279,0.00115,0.0346,26,,,
,Heartless,The Weeknd,Pop,2020,170.062,0.746,0.537,-5.507,0.156,0.252,198.267,0.0236,0.15,23,,,
,pov,Ariana Grande,Pop,2020,131.798,0.534,0.487,-5.664,0.1,0.173,201.882,0.36,0.0555,15,,,
,Be Alright,Dean Lewis,Pop,2020,126.684,0.586,0.553,-6.319,0.0813,0.443,196.373,0.697,0.0362,49,,,
,Mi Cuarto,Jerry Di,Pop,2020,97.054,0.525,0.854,-4.426,0.146,0.63,197.587,0.819,0.214,25,,,
,Daisy,Ashnikko,Pop,2020,121.876,0.663,0.834,-6.143,0.372,0.774,146.523,0.235,0.133,20,,,
,La Jeepeta - Remix,"Nio Garcia, Anuel AA, Myke Towers, Brray, Juanka",Trap,2020,176.007,0.715,0.815,-4.65,0.091,0.786,345.241,0.3,0.207,38,,,
,Diamonds,Sam Smith,Pop,2020,104.181,0.667,0.653,-6.764,0.107,0.556,213.869,0.154,0.0423,17,,,
,De Cora <3,"Rauw Alejandro, J Balvin",Trap,2020,176.037,0.683,0.811,-2.028,0.128,0.571,190.101,0.46,0.241,8,,,
,champagne problems,Taylor Swift,Pop,2020,171.319,0.24,0.462,-12.077,0.113,0.32,244,0.92,0.0377,7,,,
,Go Crazy,"Chris Brown, Young Thug",Pop,2020,94.148,0.578,0.755,-8.932,0.25,0.581,176.96,0.316,0.145,35,,,
,Reminds Me Of You,"Juice WRLD, The Kid LAROI",Hip-hop,2020,149.992,0.631,0.613,-6.965,0.169,0.33,158.033,0.0663,0.12,6,,,
,MODO TURBO,"LuÃ­sa Sonza, Pabllo Vittar, Anitta",Pop,2020,160.064,0.726,0.655,-7.628,0.232,0.766,150.26,0.334,0.0796,4,,,
,Kings & Queens,Ava Max,Pop,2020,129.857,0.69,0.637,-4.057,0.124,0.457,162.399,0.00786,0.0405,39,,,
,Lovesick Girls,BLACKPINK,K-Pop,2020,127.97,0.707,0.654,-5.661,0.0873,0.448,194.765,0.00559,0.0664,15,,,
,Caramelo,Ozuna,Trap,2020,168.084,0.806,0.728,-3.766,0.153,0.698,217.547,0.0531,0.0623,31,,,
,Deep End,FousheÃ©,Pop,2020,133.928,0.479,0.868,-6.687,0.102,0.776,115.2,0.703,0.445,13,,,
,7 Summers,Morgan Wallen,Pop,2020,203.903,0.786,0.466,-5.13,0.125,0.571,210.507,0.417,0.0328,5,,,
,HACIENDO QUE ME AMAS,Bad Bunny,Trap,2020,169.934,0.411,0.584,-7.147,0.0955,0.412,217.769,0.869,0.0838,7,,,
,La Luz,"Sech, J Balvin",Trap,2020,94.053,0.697,0.665,-4.819,0.599,0.556,216.747,0.427,0.154,10,,,
,The Woo (feat. 50 Cent & Roddy Ricch),Pop Smoke,Pop,2020,99.7,0.618,0.49,-5.655,0.259,0.286,201.6,0.0221,0.104,25,,,
,Recairei - Ao Vivo,Os BarÃµes Da Pisadinha,Trap,2020,168.096,0.937,0.582,-2.118,0.684,0.939,166.838,0.449,0.0858,10,,,
,Ice Cream (with Selena Gomez),BLACKPINK,K-Pop,2020,159.972,0.701,0.79,-4.81,0.0311,0.91,177.813,0.0317,0.365,19,,,
,Be Kind (with Halsey),Marshmello,Pop,2020,93.995,0.633,0.63,-7.088,0.0541,0.452,172.762,0.00776,0.0457,32,,,
,Fever,"Dua Lipa, AngÃ¨le",Pop,2020,114.999,0.693,0.868,-7.052,0.106,0.396,156.911,0.0597,0.181,8,,,
,Angst,Apache 207,Hip-hop,2020,100.119,0.79,0.599,-4.352,0.0778,0.528,201.501,0.0213,0.386,2,,,
,"no body, no crime (feat. HAIM)",Taylor Swift,Pop,2020,79.015,0.613,0.546,-7.589,0.103,0.535,215.627,0.418,0.0264,4,,,
,Sunday Best,Surfaces,Pop,2020,112.022,0.525,0.878,-6.832,0.0714,0.694,158.571,0.183,0.0578,44,,,
,Azul,J Balvin,Pop,2020,94.018,0.836,0.843,-2.474,0.0532,0.65,205.933,0.0816,0.0695,39,,,
,Basta VocÃª Me Ligar - Ao Vivo,"Os BarÃµes Da Pisadinha, Xand AviÃ£o",Trap,2020,168.008,0.914,0.599,-2.415,0.694,0.831,182.977,0.5,0.0629,2,,,
,Tequila Shots,Kid Cudi,Hip-hop,2020,90.494,0.556,0.712,-7.214,0.527,0.22,193.293,0.084,0.0531,4,,,
,Lose Control,"MEDUZA, Becky Hill, Goodboys",Pop,2020,123.935,0.526,0.598,-8.659,0.14,0.529,168.387,0.129,0.0415,45,,,
,I CAN'T STOP ME,TWICE,K-Pop,2020,150.084,0.88,0.657,-3.672,0.463,0.769,205.493,0.121,0.102,8,,,
,E-GIRLS ARE RUINING MY LIFE!,"CORPSE, Savage Ga$p","['dream smp', 'viral rap']",2020,84.98,0.937,0.614,-7.443,0.103,0.386,105.176,0.00161,0.115,5,,,
,All I Want for Christmas Is You,Mariah Carey,Pop,2020,150.273,0.627,0.336,-7.463,0.0708,0.35,241.107,0.164,0.0384,10,,,
,Last Christmas,Wham!,Pop,2020,107.682,0.478,0.735,-12.472,0.355,0.947,262.96,0.189,0.0293,8,,,
,Santa Tell Me,Ariana Grande,Pop,2020,191.9,0.621,0.525,-7.364,0.294,0.591,204.093,0.0489,0.116,7,,,
,Rockin' Around The Christmas Tree,Brenda Lee,Pop,2020,67.196,0.472,0.589,-8.749,0.505,0.898,126.267,0.614,0.0502,7,,,
,Jingle Bell Rock,Bobby Helms,Pop,2020,119.705,0.424,0.754,-8.463,0.0652,0.806,130.973,0.643,0.0363,7,,,
,It's Beginning to Look a Lot like Christmas,Michael BublÃ©,Pop,2020,94.775,0.214,0.339,-11.714,0.341,0.363,206.64,0.908,0.0375,7,,,
,It's the Most Wonderful Time of the Year,Andy Williams,"['adult standards', 'brill building Pop', 'easy listening', 'lounge', 'mellow gold', 'vocal jazz']",2020,201.629,0.598,0.24,-8.435,0.117,0.776,151.933,0.766,0.0369,7,,,
,Underneath the Tree,Kelly Clarkson,Pop,2020,159.878,0.812,0.509,-5.439,0.214,0.689,229.64,0.00128,0.0537,7,,,
,Feliz Navidad,JosÃ© Feliciano,"['latin Pop', 'puerto rican Pop']",2020,148.837,0.831,0.513,-9.004,0.336,0.963,182.067,0.55,0.0383,6,,,
,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']",2020,134.009,0.24,0.451,-14.014,0.175,0.701,117.147,0.912,0.0351,6,,,
,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,"['adult standards', 'easy listening', 'lounge']",2020,142.169,0.259,0.652,-13.336,0.362,0.836,155.453,0.903,0.0595,6,,,
,Mistletoe,Justin Bieber,Pop,2020,161.993,0.56,0.657,-9.049,0.0794,0.854,182.947,0.498,0.0467,6,,,
,Sleigh Ride,The Ronettes,Pop,2020,91.751,0.772,0.529,-7.013,0.316,0.853,181.267,0.403,0.0287,6,,,
,Do They Know It's Christmas? - 1984 Version,Band Aid,['musical advocacy'],2020,115.412,0.642,0.599,-6.936,0.0992,0.349,222.533,0.164,0.0363,6,,,
,Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,"['album rock', 'art rock', 'beatlesque', 'classic rock', 'mellow gold', 'rock', 'soft rock']",2020,94.736,0.511,0.774,-8.914,0.0672,0.771,227.653,0.322,0.0319,4,,,
,Holly Jolly Christmas,Michael BublÃ©,Pop,2020,151.251,0.465,0.647,-8.308,0.0882,0.699,119.787,0.865,0.0428,6,,,
,Happy Xmas (War Is Over) - Remastered 2010,"John Lennon, Yoko Ono","['album rock', 'art rock', 'beatlesque', 'classic rock', 'folk rock', 'mellow gold', 'rock']",2020,146.172,0.64,0.321,-10.023,0.718,0.414,214.333,0.28,0.0324,5,,,
,The Christmas Song (Merry Christmas To You),Nat King Cole,"['adult standards', 'lounge', 'soul', 'vocal jazz']",2020,78.696,0.21,0.319,-15.231,0.138,0.209,192.16,0.92,0.0341,5,,,
,White Christmas,"Bing Crosby, Ken Darby Singers, John Scott Trotter & His Orchestra","['adult standards', 'easy listening', 'lounge', 'swing', 'vocal jazz']",2020,130.503,0.158,0.317,-16.485,0.338,0.247,177.48,0.673,0.0381,5,,,
,Slay3r,Playboi Carti,"['atl Hip-hop', 'plugg', 'rap', 'trap']",2020,140.028,0.661,0.885,-5.062,0.334,0.436,164.591,0.165,0.141,1,,,
,A Holly Jolly Christmas - Single Version,Burl Ives,"['adult standards', 'american folk revival']",2020,140.467,0.375,0.683,-13.056,0.076,0.888,135.533,0.579,0.0303,5,,,
,Fairytale of New York (feat. Kirsty MacColl),The Pogues,"['celtic', 'celtic punk', 'celtic rock', 'folk punk', 'irish folk', 'punk']",2020,78.111,0.551,0.271,-7.48,0.256,0.428,272.467,0.582,0.0457,5,,,
,Merry Christmas Everyone,Shakin' Stevens,"['classic uk Pop', 'new wave Pop', 'rock-and-roll', 'rockabilly', 'soft rock']",2020,202.899,0.904,0.534,-3.315,0.128,0.96,220.16,0.129,0.0369,5,,,
,Blue Christmas,Elvis Presley,"['rock-and-roll', 'rockabilly']",2020,94.518,0.27,0.465,-16.661,0.145,0.58,129.173,0.9,0.0425,4,,,
,Run Rudolph Run - Single Version,Chuck Berry,Pop,2020,151.925,0.876,0.647,-5.662,0.26,0.949,162.897,0.881,0.185,4,,,
,Santa Claus Is Coming To Town,The Jackson 5,Pop,2020,146.861,0.776,0.691,-4.177,0.33,0.961,144.08,0.458,0.0341,4,,,
,Santa Baby,Kylie Minogue,"['Pop', 'australian Pop', 'Pop', 'electroPop', 'eurodance', 'euroPop', 'new wave Pop', 'Pop']",2020,87.101,0.391,0.685,-7.183,0.142,0.443,202.547,0.744,0.0435,5,,,
,It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),"Perry Como, The Fontane Sisters","['adult standards', 'brill building Pop', 'easy listening', 'lounge', 'vocal jazz']",2020,112.874,0.276,0.724,-12.25,0.116,0.718,155.933,0.76,0.0599,5,,,
,Christmas (Baby Please Come Home),Darlene Love,Pop,2020,126.627,0.759,0.325,-7.146,0.0773,0.36,166.453,0.395,0.053,6,,,
,Step Into Christmas,Elton John,"['glam rock', 'mellow gold', 'piano rock']",2020,140.308,0.925,0.526,-5.584,0.305,0.819,272.394,0.102,0.0363,4,,,
,Show Out (with Skepta & Pop Smoke),Kid Cudi,Hip-hop,2020,143.896,0.589,0.619,-6.531,0.378,0.158,174.96,0.43,0.124,3,,,
,Investe Em Mim,Jonas Esticado,"['forro', 'sertanejo', 'sertanejo Pop', 'sertanejo universitario']",2020,160.061,0.953,0.632,-1.283,0.125,0.798,186.533,0.317,0.0325,11,,,
,Lance Individual,Jorge & Mateus,Pop,2020,117.399,0.62,0.752,-5.536,0.075,0.962,164.459,0.309,0.0509,1,,,
,Jingle Bell Rock - Daryl's Version,Daryl Hall & John Oates,Pop,2020,128.706,0.841,0.666,-3.592,0.113,0.84,126.36,0.613,0.0312,3,,,
,Christmas Lights,Coldplay,Pop,2020,132.062,0.496,0.295,-9.478,0.858,0.224,268.521,0.207,0.0327,3,,,
,Have Yourself A Merry Little Christmas,Sam Smith,Pop,2020,75.248,0.178,0.438,-9.402,0.316,0.344,170.964,0.957,0.0414,3,,,
,Santa's Coming for Us,Sia,Pop,2020,92.986,0.814,0.547,-6.191,0.0475,0.724,205.267,0.0215,0.12,1,,,
,My Only Wish (This Year),Britney Spears,Pop,2020,147.08,0.843,0.669,-3.766,0.195,0.702,255.4,0.169,0.0268,2,,,
,"Baby, It's Cold Outside (feat. Meghan Trainor)",Brett Eldredge,Hip-hop,2020,113.998,0.572,0.583,-4.776,0.266,0.684,173.56,0.738,0.0366,3,,,
,Like It's Christmas,Jonas Brothers,Pop,2020,146.035,0.571,0.725,-6.007,0.0519,0.61,200.88,0.0183,0.102,2,,,
,Christmas Without You,Ava Max,Pop,2020,118.078,0.596,0.654,-4.68,0.11,0.382,169.245,0.424,0.0458,1,,,
,You Make It Feel Like Christmas (feat. Blake Shelton),Gwen Stefani,Pop,2020,93,0.87,0.635,-4.291,0.118,0.912,156.773,0.0156,0.04,1,,,
,Gnat,Eminem,Hip-hop,2020,140.945,0.869,0.835,-4.582,0.462,0.82,224.656,0.248,0.27,1,,,
,Joy To The World,Nat King Cole,Pop,2020,102.103,0.305,0.59,-12.955,0.14,0.545,86.76,0.894,0.032,1,,,
,Santa Claus Is Coming to Town,Michael BublÃ©,Pop,2020,122.331,0.389,0.594,-7.109,0.0313,0.396,171.093,0.785,0.0517,1,,,
,Baby It's Cold Outside (duet with Michael BublÃ©),Idina Menzel,"['hollywood', 'show tunes']",2020,113.401,0.476,0.553,-8.869,0.281,0.558,166.147,0.647,0.0649,1,,,
,â€˜tis the damn season,Taylor Swift,Pop,2020,145.916,0.434,0.575,-8.193,0.105,0.348,229.84,0.735,0.0312,2,,,
,I Saw Mommy Kissing Santa Claus,The Jackson 5,"['motown', 'soul']",2020,128.897,0.712,0.583,-8.222,0.817,0.614,181.267,0.263,0.0538,1,,,
,Santa Baby (with Henri RenÃ© & His Orchestra),"Eartha Kitt, Henri Rene & His Orchestra","['adult standards', 'lounge', 'torch song', 'vocal jazz']",2020,84.485,0.139,0.7,-12.346,0.185,0.49,206.067,0.902,0.0607,1,,,
,Carol of the Bells,"Mykola Dmytrovych Leontovych, John Williams",['soundtrack'],2020,46.718,0.106,0.418,-22.507,0.179,0.8,85.267,0.994,0.0448,1,,,
,gold rush,Taylor Swift,Pop,2020,112.05,0.462,0.512,-10.491,0.121,0.353,185.32,0.83,0.0408,2,,,
,What Christmas Means To Me,Stevie Wonder,Pop,2020,83.506,0.7,0.545,-6.961,0.1,0.799,148.147,0.0982,0.0323,1,,,
,The Christmas Song (Shawn Mendes & Camila Cabello),Shawn Mendes,Pop,2020,83.608,0.181,0.341,-12.073,0.137,0.212,196.254,0.888,0.0366,1,,,
,"Baby, It's Cold Outside",Dean Martin,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']",2020,130.036,0.196,0.469,-16.093,0.0513,0.537,143.733,0.882,0.0571,1,,,
,"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975",Bruce Springsteen,"['classic rock', 'heartland rock', 'mellow gold', 'Pop', 'rock', 'singer-songwriter']",2020,139.986,0.668,0.357,-8.444,0.727,0.407,267.6,0.362,0.0479,1,,,
,One More Sleep,Leona Lewis,"['Pop', 'Pop', 'euroPop', 'Pop', 'post-teen Pop', 'talent show']",2020,112.986,0.813,0.638,-3.849,0.344,0.754,239.587,0.464,0.0362,1,,,
,Little Saint Nick - 1991 Remix,The Beach Boys,Pop,2020,130.594,0.553,0.602,-9.336,0.0512,0.971,118.84,0.108,0.0328,1,,,
,Naughty List (with Dixie),Liam Payne,Pop,2020,81.966,0.771,0.619,-2.204,0.114,0.704,154.747,0.0318,0.0601,1,,,
,I'll Be Home,Meghan Trainor,"['Pop', 'hip Pop', 'Pop', 'post-teen Pop']",2020,84.796,0.37,0.542,-7.779,0.108,0.289,219.653,0.318,0.0257,1,,,
,Rudolph The Red-Nosed Reindeer,Dean Martin,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']",2020,136.471,0.201,0.478,-16.768,0.0854,0.857,135.76,0.919,0.0332,1,,,
,Mistletoe And Holly - Remastered 1999,Frank Sinatra,"['adult standards', 'easy listening', 'lounge']",2020,110.378,0.103,0.607,-14.405,0.076,0.341,136.427,0.804,0.0404,1,,,
,Jingle Bells - Remastered 1999,Frank Sinatra,"['adult standards', 'easy listening', 'lounge']",2020,174.609,0.339,0.512,-13.119,0.0977,0.951,120.693,0.727,0.0498,1,,,
,Oh Santa! (feat. Ariana Grande & Jennifer Hudson),Mariah Carey,Pop,2020,78.496,0.938,0.648,-3.298,0.0564,0.849,200.467,0.0339,0.115,1,,,
,Do You Hear What I Hear? - Remastered 2006,Bing Crosby,"['adult standards', 'easy listening', 'lounge', 'swing', 'vocal jazz']",2020,101.529,0.246,0.566,-15.499,0.195,0.412,165.667,0.813,0.0276,1,,,
,Hallelujah,Pentatonix,['a cappella'],2020,89.918,0.378,0.364,-7.381,0.339,0.366,268.96,0.47,0.0331,1,,,
,This Christmas,Donny Hathaway,"['chicago soul', 'classic soul', 'funk', 'motown', 'neo soul', 'quiet storm', 'soul', 'southern soul']",2020,93.047,0.645,0.634,-9.2,0.246,0.677,231.173,0.292,0.0376,1,,,
,Winter Wonderland,Tony Bennett,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']",2020,126.011,0.497,0.604,-6.676,0.102,0.72,149.307,0.727,0.0319,1,,,
,Christmas Tree Farm,Taylor Swift,Pop,2020,134.002,0.68,0.598,-4.505,0.324,0.437,228.027,0.06,0.0331,1,,,
,Cozy Little Christmas,Katy Perry,Pop,2020,137.494,0.608,0.774,-6.264,0.0895,0.56,182.521,0.128,0.128,1,,,
,"Merry Christmas, Happy Holidays",*NSYNC,Pop,2020,104.999,0.939,0.643,-3.967,0.881,0.756,255.307,0.104,0.0463,1,,,
,tolerate it,Taylor Swift,Pop,2020,74.952,0.361,0.316,-10.381,0.0797,0.221,245.44,0.878,0.0488,2,,,
,Please Come Home for Christmas - 2013 Remaster,Eagles,"['album rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",2020,183.18,0.289,0.612,-11.568,0.0561,0.466,177.44,0.599,0.0421,1,,,
,My Kind Of Present,Meghan Trainor,"['Pop', 'hip Pop', 'Pop', 'post-teen Pop']",2020,179.967,0.444,0.485,-6.232,0.0969,0.777,161.013,0.373,0.195,1,,,
,happiness,Taylor Swift,Pop,2020,122.079,0.334,0.559,-10.733,0.114,0.211,315.147,0.87,0.0376,1,,,
,ivy,Taylor Swift,Pop,2020,88.856,0.545,0.515,-9.277,0.0921,0.535,260.44,0.855,0.0353,1,,,
